"ID","TL","Depth","mean.Rug","ID.chapter","Site","life_stage","Species","Record","Habitat","wi"
10,1.9,1.7,1.3,46,3,"recruits","chrysurus",10,"Pavement",1.09124394184168
10,1.9,1.7,1.3,46,3,"recruits","chrysurus",10,"Sand",1.62738255033557
10,1.9,1.7,1.3,46,3,"recruits","chrysurus",10,"Algae",0.23248322147651
10,1.9,1.7,1.3,46,3,"recruits","chrysurus",10,"Soft.cor",0.375704989154013
10,1.9,1.7,1.3,46,3,"recruits","chrysurus",10,"Cbranching",0.824761904761905
10,1.9,1.7,1.3,46,3,"recruits","chrysurus",10,"Fbranching",0.368510638297872
10,1.9,1.7,1.3,46,3,"recruits","chrysurus",10,"Mcoral",0.0981303116147309
10,1.9,1.7,1.3,46,3,"recruits","chrysurus",10,"Rubble",2.02404006677796
11,1.5,1,2.28,47,3,"recruits","moluccensis",11,"Pavement",0.671534733441034
11,1.5,1,2.28,47,3,"recruits","moluccensis",11,"Sand",0
11,1.5,1,2.28,47,3,"recruits","moluccensis",11,"Algae",0
11,1.5,1,2.28,47,3,"recruits","moluccensis",11,"Soft.cor",0.225422993492408
11,1.5,1,2.28,47,3,"recruits","moluccensis",11,"Cbranching",0
11,1.5,1,2.28,47,3,"recruits","moluccensis",11,"Fbranching",1.47404255319149
11,1.5,1,2.28,47,3,"recruits","moluccensis",11,"Mcoral",5.69155807365439
11,1.5,1,2.28,47,3,"recruits","moluccensis",11,"Rubble",0.173489148580968
12,1.6,2.6,2.04,49,2,"recruits","amboinensis",12,"Pavement",0.958004905968929
12,1.6,2.6,2.04,49,2,"recruits","amboinensis",12,"Sand",0.527833698030635
12,1.6,2.6,2.04,49,2,"recruits","amboinensis",12,"Algae",0.201520467836257
12,1.6,2.6,2.04,49,2,"recruits","amboinensis",12,"Soft.cor",1.78549222797927
12,1.6,2.6,2.04,49,2,"recruits","amboinensis",12,"Cbranching",0
12,1.6,2.6,2.04,49,2,"recruits","amboinensis",12,"Fbranching",1.82569536423841
12,1.6,2.6,2.04,49,2,"recruits","amboinensis",12,"Mcoral",1.28494915254237
12,1.6,2.6,2.04,49,2,"recruits","amboinensis",12,"Rubble",0.562867513611615
13,1.8,2.1,1.153,52,3,"recruits","amboinensis",13,"Pavement",0.923360258481422
13,1.8,2.1,1.153,52,3,"recruits","amboinensis",13,"Sand",1.27865771812081
13,1.8,2.1,1.153,52,3,"recruits","amboinensis",13,"Algae",0.23248322147651
13,1.8,2.1,1.153,52,3,"recruits","amboinensis",13,"Soft.cor",0.150281995661605
13,1.8,2.1,1.153,52,3,"recruits","amboinensis",13,"Cbranching",0
13,1.8,2.1,1.153,52,3,"recruits","amboinensis",13,"Fbranching",0
13,1.8,2.1,1.153,52,3,"recruits","amboinensis",13,"Mcoral",1.17756373937677
13,1.8,2.1,1.153,52,3,"recruits","amboinensis",13,"Rubble",2.3710183639399
14,1.7,2.6,1.167,54,3,"recruits","amboinensis",14,"Pavement",0.279806138933764
14,1.7,2.6,1.167,54,3,"recruits","amboinensis",14,"Sand",6.85825503355705
14,1.7,2.6,1.167,54,3,"recruits","amboinensis",14,"Algae",0.23248322147651
14,1.7,2.6,1.167,54,3,"recruits","amboinensis",14,"Soft.cor",2.10394793926247
14,1.7,2.6,1.167,54,3,"recruits","amboinensis",14,"Cbranching",0
14,1.7,2.6,1.167,54,3,"recruits","amboinensis",14,"Fbranching",0.122836879432624
14,1.7,2.6,1.167,54,3,"recruits","amboinensis",14,"Mcoral",0
14,1.7,2.6,1.167,54,3,"recruits","amboinensis",14,"Rubble",0.0578297161936561
15,1.7,3.7,1.507,55,2,"recruits","amboinensis",15,"Pavement",0.422649223221586
15,1.7,3.7,1.507,55,2,"recruits","amboinensis",15,"Sand",2.48835886214442
15,1.7,3.7,1.507,55,2,"recruits","amboinensis",15,"Algae",1.00760233918129
15,1.7,3.7,1.507,55,2,"recruits","amboinensis",15,"Soft.cor",0.178549222797927
15,1.7,3.7,1.507,55,2,"recruits","amboinensis",15,"Cbranching",0
15,1.7,3.7,1.507,55,2,"recruits","amboinensis",15,"Fbranching",0.684635761589404
15,1.7,3.7,1.507,55,2,"recruits","amboinensis",15,"Mcoral",0
15,1.7,3.7,1.507,55,2,"recruits","amboinensis",15,"Rubble",2.56417422867514
16,1.7,2.8,1.433,56,2,"recruits","amboinensis",16,"Pavement",0.817121831561733
16,1.7,2.8,1.433,56,2,"recruits","amboinensis",16,"Sand",2.26214442013129
16,1.7,2.8,1.433,56,2,"recruits","amboinensis",16,"Algae",1.4106432748538
16,1.7,2.8,1.433,56,2,"recruits","amboinensis",16,"Soft.cor",0.178549222797927
16,1.7,2.8,1.433,56,2,"recruits","amboinensis",16,"Cbranching",0
16,1.7,2.8,1.433,56,2,"recruits","amboinensis",16,"Fbranching",0.228211920529801
16,1.7,2.8,1.433,56,2,"recruits","amboinensis",16,"Mcoral",1.05132203389831
16,1.7,2.8,1.433,56,2,"recruits","amboinensis",16,"Rubble",1.31335753176044
17,1.7,2.7,2.147,57,2,"recruits","amboinensis",17,"Pavement",1.32430089942764
17,1.7,2.7,2.147,57,2,"recruits","amboinensis",17,"Sand",1.65890590809628
17,1.7,2.7,2.147,57,2,"recruits","amboinensis",17,"Algae",0.201520467836257
17,1.7,2.7,2.147,57,2,"recruits","amboinensis",17,"Soft.cor",0.535647668393782
17,1.7,2.7,2.147,57,2,"recruits","amboinensis",17,"Cbranching",0
17,1.7,2.7,2.147,57,2,"recruits","amboinensis",17,"Fbranching",2.28211920529801
17,1.7,2.7,2.147,57,2,"recruits","amboinensis",17,"Mcoral",1.16813559322034
17,1.7,2.7,2.147,57,2,"recruits","amboinensis",17,"Rubble",0.062540834845735
18,1.5,1.8,1.8,60,3,"recruits","moluccensis",18,"Pavement",1.73479806138934
18,1.5,1.8,1.8,60,3,"recruits","moluccensis",18,"Sand",0.23248322147651
18,1.5,1.8,1.8,60,3,"recruits","moluccensis",18,"Algae",0.69744966442953
18,1.5,1.8,1.8,60,3,"recruits","moluccensis",18,"Soft.cor",0.30056399132321
18,1.5,1.8,1.8,60,3,"recruits","moluccensis",18,"Cbranching",0
18,1.5,1.8,1.8,60,3,"recruits","moluccensis",18,"Fbranching",1.84255319148936
18,1.5,1.8,1.8,60,3,"recruits","moluccensis",18,"Mcoral",0.490651558073654
18,1.5,1.8,1.8,60,3,"recruits","moluccensis",18,"Rubble",0.462637729549249
19,1.6,2.3,1.84,61,3,"recruits","moluccensis",19,"Pavement",0.559612277867528
19,1.6,2.3,1.84,61,3,"recruits","moluccensis",19,"Sand",2.20859060402685
19,1.6,2.3,1.84,61,3,"recruits","moluccensis",19,"Algae",0
19,1.6,2.3,1.84,61,3,"recruits","moluccensis",19,"Soft.cor",1.20225596529284
19,1.6,2.3,1.84,61,3,"recruits","moluccensis",19,"Cbranching",0.412380952380952
19,1.6,2.3,1.84,61,3,"recruits","moluccensis",19,"Fbranching",2.21106382978723
19,1.6,2.3,1.84,61,3,"recruits","moluccensis",19,"Mcoral",1.86447592067989
19,1.6,2.3,1.84,61,3,"recruits","moluccensis",19,"Rubble",0.404808013355593
20,1.7,3.3,1.353,62,3,"recruits","amboinensis",20,"Pavement",0.839418416801292
20,1.7,3.3,1.353,62,3,"recruits","amboinensis",20,"Sand",7.55570469798658
20,1.7,3.3,1.353,62,3,"recruits","amboinensis",20,"Algae",0.46496644295302
20,1.7,3.3,1.353,62,3,"recruits","amboinensis",20,"Soft.cor",0
20,1.7,3.3,1.353,62,3,"recruits","amboinensis",20,"Cbranching",0
20,1.7,3.3,1.353,62,3,"recruits","amboinensis",20,"Fbranching",0.122836879432624
20,1.7,3.3,1.353,62,3,"recruits","amboinensis",20,"Mcoral",0.0981303116147309
20,1.7,3.3,1.353,62,3,"recruits","amboinensis",20,"Rubble",0.0578297161936561
21,1.8,3.2,1.587,63,3,"recruits","amboinensis",21,"Pavement",0.755476575121163
21,1.8,3.2,1.587,63,3,"recruits","amboinensis",21,"Sand",3.95221476510067
21,1.8,3.2,1.587,63,3,"recruits","amboinensis",21,"Algae",0.69744966442953
21,1.8,3.2,1.587,63,3,"recruits","amboinensis",21,"Soft.cor",1.50281995661605
21,1.8,3.2,1.587,63,3,"recruits","amboinensis",21,"Cbranching",0
21,1.8,3.2,1.587,63,3,"recruits","amboinensis",21,"Fbranching",0.614184397163121
21,1.8,3.2,1.587,63,3,"recruits","amboinensis",21,"Mcoral",0.785042492917847
21,1.8,3.2,1.587,63,3,"recruits","amboinensis",21,"Rubble",0.173489148580968
22,1.7,3.3,1.587,64,3,"recruits","amboinensis",22,"Pavement",0.755476575121163
22,1.7,3.3,1.587,64,3,"recruits","amboinensis",22,"Sand",3.95221476510067
22,1.7,3.3,1.587,64,3,"recruits","amboinensis",22,"Algae",0.69744966442953
22,1.7,3.3,1.587,64,3,"recruits","amboinensis",22,"Soft.cor",1.50281995661605
22,1.7,3.3,1.587,64,3,"recruits","amboinensis",22,"Cbranching",0
22,1.7,3.3,1.587,64,3,"recruits","amboinensis",22,"Fbranching",0.614184397163121
22,1.7,3.3,1.587,64,3,"recruits","amboinensis",22,"Mcoral",0.785042492917847
22,1.7,3.3,1.587,64,3,"recruits","amboinensis",22,"Rubble",0.173489148580968
23,1.5,1.7,1.787,65,3,"recruits","moluccensis",23,"Pavement",1.48297253634895
23,1.5,1.7,1.787,65,3,"recruits","moluccensis",23,"Sand",0.46496644295302
23,1.5,1.7,1.787,65,3,"recruits","moluccensis",23,"Algae",1.16241610738255
23,1.5,1.7,1.787,65,3,"recruits","moluccensis",23,"Soft.cor",0.601127982646421
23,1.5,1.7,1.787,65,3,"recruits","moluccensis",23,"Cbranching",0
23,1.5,1.7,1.787,65,3,"recruits","moluccensis",23,"Fbranching",1.10553191489362
23,1.5,1.7,1.787,65,3,"recruits","moluccensis",23,"Mcoral",0.490651558073654
23,1.5,1.7,1.787,65,3,"recruits","moluccensis",23,"Rubble",0.925275459098498
24,1.8,2.4,1.36,67,2,"recruits","amboinensis",24,"Pavement",1.07071136549469
24,1.8,2.4,1.36,67,2,"recruits","amboinensis",24,"Sand",1.73431072210066
24,1.8,2.4,1.36,67,2,"recruits","amboinensis",24,"Algae",0
24,1.8,2.4,1.36,67,2,"recruits","amboinensis",24,"Soft.cor",0.357098445595855
24,1.8,2.4,1.36,67,2,"recruits","amboinensis",24,"Cbranching",0
24,1.8,2.4,1.36,67,2,"recruits","amboinensis",24,"Fbranching",0.912847682119205
24,1.8,2.4,1.36,67,2,"recruits","amboinensis",24,"Mcoral",1.05132203389831
24,1.8,2.4,1.36,67,2,"recruits","amboinensis",24,"Rubble",1.2508166969147
25,1.8,2.4,1.22,69,2,"recruits","amboinensis",25,"Pavement",0.253589533932952
25,1.8,2.4,1.22,69,2,"recruits","amboinensis",25,"Sand",3.92105032822757
25,1.8,2.4,1.22,69,2,"recruits","amboinensis",25,"Algae",0
25,1.8,2.4,1.22,69,2,"recruits","amboinensis",25,"Soft.cor",1.07129533678756
25,1.8,2.4,1.22,69,2,"recruits","amboinensis",25,"Cbranching",0
25,1.8,2.4,1.22,69,2,"recruits","amboinensis",25,"Fbranching",0
25,1.8,2.4,1.22,69,2,"recruits","amboinensis",25,"Mcoral",1.63538983050847
25,1.8,2.4,1.22,69,2,"recruits","amboinensis",25,"Rubble",0.312704174228675
26,1.9,2.1,1.487,70,2,"recruits","chrysurus",26,"Pavement",1.57789043336059
26,1.9,2.1,1.487,70,2,"recruits","chrysurus",26,"Sand",0.226214442013129
26,1.9,2.1,1.487,70,2,"recruits","chrysurus",26,"Algae",0.806081871345029
26,1.9,2.1,1.487,70,2,"recruits","chrysurus",26,"Soft.cor",0.178549222797927
26,1.9,2.1,1.487,70,2,"recruits","chrysurus",26,"Cbranching",0
26,1.9,2.1,1.487,70,2,"recruits","chrysurus",26,"Fbranching",0.228211920529801
26,1.9,2.1,1.487,70,2,"recruits","chrysurus",26,"Mcoral",1.98583050847458
26,1.9,2.1,1.487,70,2,"recruits","chrysurus",26,"Rubble",0.813030852994555
27,1.7,2.3,2.033,71,2,"recruits","amboinensis",27,"Pavement",1.32430089942764
27,1.7,2.3,2.033,71,2,"recruits","amboinensis",27,"Sand",0.377024070021882
27,1.7,2.3,2.033,71,2,"recruits","amboinensis",27,"Algae",1.00760233918129
27,1.7,2.3,2.033,71,2,"recruits","amboinensis",27,"Soft.cor",0.71419689119171
27,1.7,2.3,2.033,71,2,"recruits","amboinensis",27,"Cbranching",0
27,1.7,2.3,2.033,71,2,"recruits","amboinensis",27,"Fbranching",0
27,1.7,2.3,2.033,71,2,"recruits","amboinensis",27,"Mcoral",1.98583050847458
27,1.7,2.3,2.033,71,2,"recruits","amboinensis",27,"Rubble",0.87557168784029
28,1.6,2.8,1.127,72,2,"recruits","amboinensis",28,"Pavement",0.169059689288635
28,1.6,2.8,1.127,72,2,"recruits","amboinensis",28,"Sand",4.90131291028446
28,1.6,2.8,1.127,72,2,"recruits","amboinensis",28,"Algae",0
28,1.6,2.8,1.127,72,2,"recruits","amboinensis",28,"Soft.cor",0
28,1.6,2.8,1.127,72,2,"recruits","amboinensis",28,"Cbranching",0
28,1.6,2.8,1.127,72,2,"recruits","amboinensis",28,"Fbranching",0
28,1.6,2.8,1.127,72,2,"recruits","amboinensis",28,"Mcoral",1.98583050847458
28,1.6,2.8,1.127,72,2,"recruits","amboinensis",28,"Rubble",0.75049001814882
29,1.8,2.9,2.02,73,2,"recruits","amboinensis",29,"Pavement",1.23977105478332
29,1.8,2.9,2.02,73,2,"recruits","amboinensis",29,"Sand",0.226214442013129
29,1.8,2.9,2.02,73,2,"recruits","amboinensis",29,"Algae",0.201520467836257
29,1.8,2.9,2.02,73,2,"recruits","amboinensis",29,"Soft.cor",1.78549222797927
29,1.8,2.9,2.02,73,2,"recruits","amboinensis",29,"Cbranching",0
29,1.8,2.9,2.02,73,2,"recruits","amboinensis",29,"Fbranching",0
29,1.8,2.9,2.02,73,2,"recruits","amboinensis",29,"Mcoral",1.40176271186441
29,1.8,2.9,2.02,73,2,"recruits","amboinensis",29,"Rubble",0.62540834845735
30,1.6,2.7,1.42,74,2,"recruits","amboinensis",30,"Pavement",0.873475061324612
30,1.6,2.7,1.42,74,2,"recruits","amboinensis",30,"Sand",2.5637636761488
30,1.6,2.7,1.42,74,2,"recruits","amboinensis",30,"Algae",0.403040935672515
30,1.6,2.7,1.42,74,2,"recruits","amboinensis",30,"Soft.cor",0.357098445595855
30,1.6,2.7,1.42,74,2,"recruits","amboinensis",30,"Cbranching",0
30,1.6,2.7,1.42,74,2,"recruits","amboinensis",30,"Fbranching",0
30,1.6,2.7,1.42,74,2,"recruits","amboinensis",30,"Mcoral",0.58406779661017
30,1.6,2.7,1.42,74,2,"recruits","amboinensis",30,"Rubble",1.37589836660617
31,1.6,2,1.633,75,2,"recruits","moluccensis",31,"Pavement",0.422649223221586
31,1.6,2,1.633,75,2,"recruits","moluccensis",31,"Sand",0.0754048140043764
31,1.6,2,1.633,75,2,"recruits","moluccensis",31,"Algae",0
31,1.6,2,1.633,75,2,"recruits","moluccensis",31,"Soft.cor",0.178549222797927
31,1.6,2,1.633,75,2,"recruits","moluccensis",31,"Cbranching",0
31,1.6,2,1.633,75,2,"recruits","moluccensis",31,"Fbranching",3.42317880794702
31,1.6,2,1.633,75,2,"recruits","moluccensis",31,"Mcoral",6.07430508474576
31,1.6,2,1.633,75,2,"recruits","moluccensis",31,"Rubble",0.87557168784029
32,1.6,3.2,1.6,77,3,"recruits","moluccensis",32,"Pavement",0.671534733441034
32,1.6,3.2,1.6,77,3,"recruits","moluccensis",32,"Sand",2.67355704697987
32,1.6,3.2,1.6,77,3,"recruits","moluccensis",32,"Algae",0
32,1.6,3.2,1.6,77,3,"recruits","moluccensis",32,"Soft.cor",0.0751409978308026
32,1.6,3.2,1.6,77,3,"recruits","moluccensis",32,"Cbranching",0
32,1.6,3.2,1.6,77,3,"recruits","moluccensis",32,"Fbranching",1.47404255319149
32,1.6,3.2,1.6,77,3,"recruits","moluccensis",32,"Mcoral",3.53269121813031
32,1.6,3.2,1.6,77,3,"recruits","moluccensis",32,"Rubble",0.231318864774624
33,1.7,3.1,1.553,78,3,"recruits","amboinensis",33,"Pavement",0.78345718901454
33,1.7,3.1,1.553,78,3,"recruits","amboinensis",33,"Sand",5.6958389261745
33,1.7,3.1,1.553,78,3,"recruits","amboinensis",33,"Algae",0.46496644295302
33,1.7,3.1,1.553,78,3,"recruits","amboinensis",33,"Soft.cor",0
33,1.7,3.1,1.553,78,3,"recruits","amboinensis",33,"Cbranching",0
33,1.7,3.1,1.553,78,3,"recruits","amboinensis",33,"Fbranching",0
33,1.7,3.1,1.553,78,3,"recruits","amboinensis",33,"Mcoral",0.490651558073654
33,1.7,3.1,1.553,78,3,"recruits","amboinensis",33,"Rubble",0.925275459098498
34,1.6,3.1,1.553,79,3,"recruits","amboinensis",34,"Pavement",0.78345718901454
34,1.6,3.1,1.553,79,3,"recruits","amboinensis",34,"Sand",5.6958389261745
34,1.6,3.1,1.553,79,3,"recruits","amboinensis",34,"Algae",0.46496644295302
34,1.6,3.1,1.553,79,3,"recruits","amboinensis",34,"Soft.cor",0
34,1.6,3.1,1.553,79,3,"recruits","amboinensis",34,"Cbranching",0
34,1.6,3.1,1.553,79,3,"recruits","amboinensis",34,"Fbranching",0
34,1.6,3.1,1.553,79,3,"recruits","amboinensis",34,"Mcoral",0.490651558073654
34,1.6,3.1,1.553,79,3,"recruits","amboinensis",34,"Rubble",0.925275459098498
35,1.6,1.7,1.867,80,3,"recruits","moluccensis",35,"Pavement",1.00730210016155
35,1.6,1.7,1.867,80,3,"recruits","moluccensis",35,"Sand",0.116241610738255
35,1.6,1.7,1.867,80,3,"recruits","moluccensis",35,"Algae",0
35,1.6,1.7,1.867,80,3,"recruits","moluccensis",35,"Soft.cor",2.7802169197397
35,1.6,1.7,1.867,80,3,"recruits","moluccensis",35,"Cbranching",0
35,1.6,1.7,1.867,80,3,"recruits","moluccensis",35,"Fbranching",1.22836879432624
35,1.6,1.7,1.867,80,3,"recruits","moluccensis",35,"Mcoral",1.2756940509915
35,1.6,1.7,1.867,80,3,"recruits","moluccensis",35,"Rubble",0.115659432387312
36,1.6,2,1.833,81,3,"recruits","moluccensis",36,"Pavement",0.923360258481422
36,1.6,2,1.833,81,3,"recruits","moluccensis",36,"Sand",0.23248322147651
36,1.6,2,1.833,81,3,"recruits","moluccensis",36,"Algae",0
36,1.6,2,1.833,81,3,"recruits","moluccensis",36,"Soft.cor",2.02880694143167
36,1.6,2,1.833,81,3,"recruits","moluccensis",36,"Cbranching",0
36,1.6,2,1.833,81,3,"recruits","moluccensis",36,"Fbranching",2.70241134751773
36,1.6,2,1.833,81,3,"recruits","moluccensis",36,"Mcoral",1.17756373937677
36,1.6,2,1.833,81,3,"recruits","moluccensis",36,"Rubble",0.115659432387312
37,1.6,1.4,1.66,82,3,"recruits","moluccensis",37,"Pavement",1.5389337641357
37,1.6,1.4,1.66,82,3,"recruits","moluccensis",37,"Sand",0
37,1.6,1.4,1.66,82,3,"recruits","moluccensis",37,"Algae",0.69744966442953
37,1.6,1.4,1.66,82,3,"recruits","moluccensis",37,"Soft.cor",0
37,1.6,1.4,1.66,82,3,"recruits","moluccensis",37,"Cbranching",0
37,1.6,1.4,1.66,82,3,"recruits","moluccensis",37,"Fbranching",3.31659574468085
37,1.6,1.4,1.66,82,3,"recruits","moluccensis",37,"Mcoral",0.294390934844193
37,1.6,1.4,1.66,82,3,"recruits","moluccensis",37,"Rubble",0.578297161936561
38,1.6,1.6,1.713,83,3,"recruits","moluccensis",38,"Pavement",0.503651050080775
38,1.6,1.6,1.713,83,3,"recruits","moluccensis",38,"Sand",0.23248322147651
38,1.6,1.6,1.713,83,3,"recruits","moluccensis",38,"Algae",0.23248322147651
38,1.6,1.6,1.713,83,3,"recruits","moluccensis",38,"Soft.cor",2.17908893709328
38,1.6,1.6,1.713,83,3,"recruits","moluccensis",38,"Cbranching",0
38,1.6,1.6,1.713,83,3,"recruits","moluccensis",38,"Fbranching",1.84255319148936
38,1.6,1.6,1.713,83,3,"recruits","moluccensis",38,"Mcoral",0.490651558073654
38,1.6,1.6,1.713,83,3,"recruits","moluccensis",38,"Rubble",0.925275459098498
39,1.5,1.6,1.713,84,3,"recruits","moluccensis",39,"Pavement",0.503651050080775
39,1.5,1.6,1.713,84,3,"recruits","moluccensis",39,"Sand",0.23248322147651
39,1.5,1.6,1.713,84,3,"recruits","moluccensis",39,"Algae",0.23248322147651
39,1.5,1.6,1.713,84,3,"recruits","moluccensis",39,"Soft.cor",2.17908893709328
39,1.5,1.6,1.713,84,3,"recruits","moluccensis",39,"Cbranching",0
39,1.5,1.6,1.713,84,3,"recruits","moluccensis",39,"Fbranching",1.84255319148936
39,1.5,1.6,1.713,84,3,"recruits","moluccensis",39,"Mcoral",0.490651558073654
39,1.5,1.6,1.713,84,3,"recruits","moluccensis",39,"Rubble",0.925275459098498
40,1.4,2.5,2.207,85,3,"recruits","moluccensis",40,"Pavement",0.727495961227787
40,1.4,2.5,2.207,85,3,"recruits","moluccensis",40,"Sand",1.51114093959732
40,1.4,2.5,2.207,85,3,"recruits","moluccensis",40,"Algae",0
40,1.4,2.5,2.207,85,3,"recruits","moluccensis",40,"Soft.cor",0.826550976138829
40,1.4,2.5,2.207,85,3,"recruits","moluccensis",40,"Cbranching",0
